sample_id,reads
HG002.novaseq.pcr-free,"['https://storage.googleapis.com/brain-genomics-public/research/pangenome_aware_dv_paper/jan_2025/fastq/HG002.novaseq.pcr-free.35x.R1.fastq.gz','https://storage.googleapis.com/brain-genomics-public/research/pangenome_aware_dv_paper/jan_2025/fastq/HG002.novaseq.pcr-free.35x.R2.fastq.gz']"
